flight_id,altitude_ft,battery_drain_%,zone,timestamp
IND-FL-0944,89,77.53,Green,2026-02-11 23:21
IND-FL-0945,416,20.83,Green,2026-02-13 00:44
IND-FL-0946,121,36.27,Green,2026-02-13 11:40
IND-FL-0947,440,13.15,Green,2026-02-11 21:45
IND-FL-0948,402,39.58,Green,2026-02-12 18:33
IND-FL-0949,398,52.85,Yellow,2026-02-16 02:39
IND-FL-0950,430,25.68,Green,2026-02-14 03:46
IND-FL-0951,177,29.72,Green,2026-02-14 20:17
IND-FL-0952,147,32.53,Yellow,2026-02-11 19:21
IND-FL-0953,138,74.18,Yellow,2026-02-15 10:48
IND-FL-0954,259,25.63,Green,2026-02-16 23:35
IND-FL-0955,429,36.76,Red,2026-02-15 12:10
IND-FL-0956,141,71.8,Red,2026-02-13 02:03
IND-FL-0957,186,24.16,Red,2026-02-16 20:15
IND-FL-0958,71,10.35,Green,2026-02-13 06:39
IND-FL-0959,153,74.89,Red,2026-02-13 08:11
IND-FL-0960,291,22.39,Yellow,2026-02-15 22:55
IND-FL-0961,197,39.46,Green,2026-02-13 21:13
IND-FL-0962,214,13.79,Green,2026-02-14 16:28
IND-FL-0963,185,54.96,Green,2026-02-13 08:17
IND-FL-0964,253,53.61,Green,2026-02-14 03:09
IND-FL-0965,266,47.1,Red,2026-02-13 19:45
IND-FL-0966,251,45.71,Red,2026-02-12 03:11
IND-FL-0967,132,39.6,Red,2026-02-17 08:49
IND-FL-0968,434,14.46,Red,2026-02-12 11:13
IND-FL-0969,72,67.2,Red,2026-02-12 23:22
IND-FL-0970,169,41.42,Green,2026-02-17 06:32
IND-FL-0971,361,25.73,Green,2026-02-16 04:07
IND-FL-0972,223,28.59,Red,2026-02-16 13:27
IND-FL-0973,220,59.37,Green,2026-02-12 11:24
IND-FL-0974,18,34.67,Yellow,2026-02-14 07:16
IND-FL-0975,51,10.83,Yellow,2026-02-17 18:24
IND-FL-0976,263,39.24,Green,2026-02-17 08:38
IND-FL-0977,89,80.0,Yellow,2026-02-12 21:07
IND-FL-0978,84,19.3,Green,2026-02-12 10:48
IND-FL-0979,175,72.68,Green,2026-02-11 21:21
IND-FL-0980,159,27.84,Red,2026-02-14 01:34
IND-FL-0981,351,56.63,Green,2026-02-12 14:36
IND-FL-0982,181,73.88,Red,2026-02-12 23:38
IND-FL-0983,319,27.62,Red,2026-02-15 04:05
IND-FL-0984,231,67.67,Red,2026-02-15 22:39
IND-FL-0985,328,77.96,Red,2026-02-16 05:42
IND-FL-0986,306,38.03,Green,2026-02-12 15:17
IND-FL-0987,298,49.83,Green,2026-02-12 16:01
IND-FL-0988,372,31.87,Red,2026-02-15 22:56
IND-FL-0989,278,20.83,Yellow,2026-02-15 01:32
IND-FL-0990,261,27.87,Green,2026-02-14 11:15
IND-FL-0991,69,21.52,Green,2026-02-14 04:52
IND-FL-0992,297,59.7,Green,2026-02-16 06:21
IND-FL-0993,250,34.95,Yellow,2026-02-11 15:28
IND-FL-0994,95,11.65,Red,2026-02-12 10:20
IND-FL-0995,305,57.59,Yellow,2026-02-11 23:49
IND-FL-0996,117,48.16,Yellow,2026-02-15 05:42
IND-FL-0997,364,13.56,Green,2026-02-14 00:24
IND-FL-0998,375,32.04,Green,2026-02-12 01:49
IND-FL-0999,35,53.35,Yellow,2026-02-14 11:21
